       1e-08	-1.49396e-06	
       2e-08	 -4.4878e-06	
  2.0625e-08	-4.68077e-06	
   2.125e-08	 -4.8796e-06	
    2.25e-08	-5.31206e-06	
     2.5e-08	-6.31756e-06	
       3e-08	-8.89104e-06	
       4e-08	-1.62878e-05	
       5e-08	-2.51873e-05	
       6e-08	-3.55866e-05	
       7e-08	-4.74855e-05	
       8e-08	-6.08842e-05	
       9e-08	-7.57825e-05	
       1e-07	-9.21805e-05	
     1.1e-07	-0.000110078	
     1.2e-07	-0.000129475	
     1.3e-07	-0.000150372	
     1.4e-07	-0.000172768	
     1.5e-07	-0.000196663	
     1.6e-07	-0.000222058	
     1.7e-07	-0.000248952	
     1.8e-07	-0.000277346	
     1.9e-07	-0.000307239	
       2e-07	-0.000338631	
     2.1e-07	-0.000371523	
     2.2e-07	-0.000405913	
     2.3e-07	-0.000441803	
     2.4e-07	-0.000479192	
     2.5e-07	 -0.00051808	
     2.6e-07	-0.000558467	
     2.7e-07	-0.000600353	
     2.8e-07	-0.000643738	
     2.9e-07	-0.000688622	
       3e-07	-0.000735005	
     3.1e-07	-0.000782887	
     3.2e-07	-0.000832267	
     3.3e-07	-0.000883146	
     3.4e-07	-0.000935524	
     3.5e-07	-0.000989401	
     3.6e-07	 -0.00104478	
     3.7e-07	 -0.00110165	
     3.8e-07	 -0.00116002	
     3.9e-07	 -0.00121989	
       4e-07	 -0.00128126	
     4.1e-07	 -0.00134413	
     4.2e-07	  -0.0014085	
     4.3e-07	 -0.00147436	
     4.4e-07	 -0.00154172	
     4.5e-07	 -0.00161059	
     4.6e-07	 -0.00168095	
     4.7e-07	  -0.0017528	
     4.8e-07	 -0.00182616	
     4.9e-07	 -0.00190101	
       5e-07	 -0.00197736	
     5.1e-07	 -0.00205521	
     5.2e-07	 -0.00213456	
     5.3e-07	 -0.00221541	
     5.4e-07	 -0.00229775	
     5.5e-07	 -0.00238159	
     5.6e-07	 -0.00246693	
     5.7e-07	 -0.00255377	
     5.8e-07	  -0.0026421	
     5.9e-07	 -0.00273194	
       6e-07	 -0.00282327	
     6.1e-07	 -0.00291609	
     6.2e-07	 -0.00301042	
     6.3e-07	 -0.00310624	
     6.4e-07	 -0.00320356	
     6.5e-07	 -0.00330238	
     6.6e-07	 -0.00340269	
     6.7e-07	  -0.0035045	
     6.8e-07	 -0.00360781	
     6.9e-07	 -0.00371262	
       7e-07	 -0.00381892	
     7.1e-07	 -0.00392672	
     7.2e-07	 -0.00403601	
     7.3e-07	 -0.00414681	
     7.4e-07	  -0.0042591	
     7.5e-07	 -0.00437289	
     7.6e-07	 -0.00448817	
     7.7e-07	 -0.00460495	
     7.8e-07	 -0.00472323	
     7.9e-07	   -0.004843	
       8e-07	 -0.00496427	
     8.1e-07	 -0.00508704	
     8.2e-07	  -0.0052113	
     8.3e-07	 -0.00533706	
     8.4e-07	 -0.00546432	
     8.5e-07	 -0.00559307	
     8.6e-07	 -0.00572332	
     8.7e-07	 -0.00585507	
     8.8e-07	 -0.00598831	
     8.9e-07	 -0.00612304	
       9e-07	 -0.00625928	
     9.1e-07	 -0.00639701	
     9.2e-07	 -0.00653623	
     9.3e-07	 -0.00667695	
     9.4e-07	 -0.00681917	
     9.5e-07	 -0.00696288	
     9.6e-07	 -0.00710809	
     9.7e-07	 -0.00725479	
     9.8e-07	 -0.00740299	
     9.9e-07	 -0.00755268	
       1e-06	 -0.00770387	
    1.01e-06	 -0.00785656	
    1.02e-06	 -0.00801074	
    1.03e-06	 -0.00816641	
    1.04e-06	 -0.00832358	
    1.05e-06	 -0.00848225	
    1.06e-06	 -0.00864241	
    1.07e-06	 -0.00880406	
    1.08e-06	 -0.00896722	
    1.09e-06	 -0.00913186	
     1.1e-06	   -0.009298	
    1.11e-06	 -0.00946564	
    1.12e-06	 -0.00963477	
    1.13e-06	 -0.00980539	
    1.14e-06	 -0.00997751	
    1.15e-06	  -0.0101511	
    1.16e-06	  -0.0103262	
    1.17e-06	  -0.0105028	
    1.18e-06	  -0.0106809	
    1.19e-06	  -0.0108605	
     1.2e-06	  -0.0110416	
    1.21e-06	  -0.0112242	
    1.22e-06	  -0.0114083	
    1.23e-06	  -0.0115938	
    1.24e-06	  -0.0117809	
    1.25e-06	  -0.0119694	
    1.26e-06	  -0.0121595	
    1.27e-06	   -0.012351	
    1.28e-06	  -0.0125441	
    1.29e-06	  -0.0127386	
     1.3e-06	  -0.0129346	
    1.31e-06	  -0.0131321	
    1.32e-06	  -0.0133311	
    1.33e-06	  -0.0135316	
    1.34e-06	  -0.0137336	
    1.35e-06	  -0.0139371	
    1.36e-06	  -0.0141421	
    1.37e-06	  -0.0143486	
    1.38e-06	  -0.0145565	
    1.39e-06	   -0.014766	
     1.4e-06	   -0.014977	
    1.41e-06	  -0.0151894	
    1.42e-06	  -0.0154033	
    1.43e-06	  -0.0156188	
    1.44e-06	  -0.0158357	
    1.45e-06	  -0.0160541	
    1.46e-06	   -0.016274	
    1.47e-06	  -0.0164954	
    1.48e-06	  -0.0167183	
    1.49e-06	  -0.0169427	
     1.5e-06	  -0.0171686	
    1.51e-06	  -0.0173959	
    1.52e-06	  -0.0176248	
    1.53e-06	  -0.0178551	
    1.54e-06	   -0.018087	
    1.55e-06	  -0.0183203	
    1.56e-06	  -0.0185551	
    1.57e-06	  -0.0187915	
    1.58e-06	  -0.0190293	
    1.59e-06	  -0.0192686	
     1.6e-06	  -0.0195094	
    1.61e-06	  -0.0197516	
    1.62e-06	  -0.0199954	
    1.63e-06	  -0.0202407	
    1.64e-06	  -0.0204874	
    1.65e-06	  -0.0207357	
    1.66e-06	  -0.0209854	
    1.67e-06	  -0.0212367	
    1.68e-06	  -0.0214894	
    1.69e-06	  -0.0217436	
     1.7e-06	  -0.0219993	
    1.71e-06	  -0.0222565	
    1.72e-06	  -0.0225152	
    1.73e-06	  -0.0227753	
    1.74e-06	   -0.023037	
    1.75e-06	  -0.0233001	
    1.76e-06	  -0.0235648	
    1.77e-06	  -0.0238309	
    1.78e-06	  -0.0240985	
    1.79e-06	  -0.0243676	
     1.8e-06	  -0.0246382	
    1.81e-06	  -0.0249103	
    1.82e-06	  -0.0251839	
    1.83e-06	   -0.025459	
    1.84e-06	  -0.0257355	
    1.85e-06	  -0.0260136	
    1.86e-06	  -0.0262931	
    1.87e-06	  -0.0265741	
    1.88e-06	  -0.0268567	
    1.89e-06	  -0.0271407	
     1.9e-06	  -0.0274261	
    1.91e-06	  -0.0277131	
    1.92e-06	  -0.0280016	
    1.93e-06	  -0.0282916	
    1.94e-06	   -0.028583	
    1.95e-06	  -0.0288759	
    1.96e-06	  -0.0291704	
    1.97e-06	  -0.0294663	
    1.98e-06	  -0.0297637	
    1.99e-06	  -0.0300626	
       2e-06	  -0.0303629	
    2.01e-06	  -0.0306648	
    2.02e-06	  -0.0309681	
    2.03e-06	   -0.031273	
    2.04e-06	  -0.0315793	
    2.05e-06	  -0.0318871	
    2.06e-06	  -0.0321964	
    2.07e-06	  -0.0325072	
    2.08e-06	  -0.0328195	
    2.09e-06	  -0.0331332	
     2.1e-06	  -0.0334485	
    2.11e-06	  -0.0337652	
    2.12e-06	  -0.0340834	
    2.13e-06	  -0.0344031	
    2.14e-06	  -0.0347243	
    2.15e-06	   -0.035047	
    2.16e-06	  -0.0353712	
    2.17e-06	  -0.0356968	
    2.18e-06	   -0.036024	
    2.19e-06	  -0.0363526	
     2.2e-06	  -0.0366827	
    2.21e-06	  -0.0370143	
    2.22e-06	  -0.0373474	
    2.23e-06	   -0.037682	
    2.24e-06	   -0.038018	
    2.25e-06	  -0.0383556	
    2.26e-06	  -0.0386946	
    2.27e-06	  -0.0390351	
    2.28e-06	  -0.0393771	
    2.29e-06	  -0.0397206	
     2.3e-06	  -0.0400655	
    2.31e-06	   -0.040412	
    2.32e-06	  -0.0407599	
    2.33e-06	  -0.0411094	
    2.34e-06	  -0.0414603	
    2.35e-06	  -0.0418127	
    2.36e-06	  -0.0421665	
    2.37e-06	  -0.0425219	
    2.38e-06	  -0.0428787	
    2.39e-06	  -0.0432371	
     2.4e-06	  -0.0435969	
    2.41e-06	  -0.0439582	
    2.42e-06	  -0.0443209	
    2.43e-06	  -0.0446852	
    2.44e-06	   -0.045051	
    2.45e-06	  -0.0454182	
    2.46e-06	  -0.0457869	
    2.47e-06	  -0.0461571	
    2.48e-06	  -0.0465288	
    2.49e-06	  -0.0469019	
     2.5e-06	  -0.0472766	
    2.51e-06	  -0.0476527	
    2.52e-06	  -0.0480303	
    2.53e-06	  -0.0484094	
    2.54e-06	    -0.04879	
    2.55e-06	  -0.0491721	
    2.56e-06	  -0.0495556	
    2.57e-06	  -0.0499406	
    2.58e-06	  -0.0503271	
    2.59e-06	  -0.0507151	
     2.6e-06	  -0.0511046	
    2.61e-06	  -0.0514956	
    2.62e-06	   -0.051888	
    2.63e-06	  -0.0522819	
    2.64e-06	  -0.0526773	
    2.65e-06	  -0.0530742	
    2.66e-06	  -0.0534725	
    2.67e-06	  -0.0538724	
    2.68e-06	  -0.0542737	
    2.69e-06	  -0.0546765	
     2.7e-06	  -0.0550808	
    2.71e-06	  -0.0554866	
    2.72e-06	  -0.0558938	
    2.73e-06	  -0.0563025	
    2.74e-06	  -0.0567127	
    2.75e-06	  -0.0571244	
    2.76e-06	  -0.0575376	
    2.77e-06	  -0.0579522	
    2.78e-06	  -0.0583684	
    2.79e-06	   -0.058786	
     2.8e-06	  -0.0592051	
    2.81e-06	  -0.0596256	
    2.82e-06	  -0.0600477	
    2.83e-06	  -0.0604712	
    2.84e-06	  -0.0608962	
    2.85e-06	  -0.0613227	
    2.86e-06	  -0.0617506	
    2.87e-06	  -0.0621801	
    2.88e-06	   -0.062611	
    2.89e-06	  -0.0630434	
     2.9e-06	  -0.0634773	
    2.91e-06	  -0.0639126	
    2.92e-06	  -0.0643495	
    2.93e-06	  -0.0647878	
    2.94e-06	  -0.0652276	
    2.95e-06	  -0.0656688	
    2.96e-06	  -0.0661116	
    2.97e-06	  -0.0665558	
    2.98e-06	  -0.0670015	
    2.99e-06	  -0.0674487	
       3e-06	  -0.0678973	
    3.01e-06	  -0.0683475	
    3.02e-06	  -0.0687991	
    3.03e-06	  -0.0692522	
    3.04e-06	  -0.0697067	
    3.05e-06	  -0.0701628	
    3.06e-06	  -0.0706203	
    3.07e-06	  -0.0710793	
    3.08e-06	  -0.0715398	
    3.09e-06	  -0.0720017	
     3.1e-06	  -0.0724651	
    3.11e-06	    -0.07293	
    3.12e-06	  -0.0733964	
    3.13e-06	  -0.0738643	
    3.14e-06	  -0.0743336	
    3.15e-06	  -0.0748044	
    3.16e-06	  -0.0752767	
    3.17e-06	  -0.0757504	
    3.18e-06	  -0.0762257	
    3.19e-06	  -0.0767024	
     3.2e-06	  -0.0771805	
    3.21e-06	  -0.0776602	
    3.22e-06	  -0.0781413	
    3.23e-06	  -0.0786239	
    3.24e-06	   -0.079108	
    3.25e-06	  -0.0795936	
    3.26e-06	  -0.0800806	
    3.27e-06	  -0.0805691	
    3.28e-06	  -0.0810591	
    3.29e-06	  -0.0815505	
     3.3e-06	  -0.0820434	
    3.31e-06	  -0.0825378	
    3.32e-06	  -0.0830337	
    3.33e-06	   -0.083531	
    3.34e-06	  -0.0840298	
    3.35e-06	  -0.0845301	
    3.36e-06	  -0.0850319	
    3.37e-06	  -0.0855351	
    3.38e-06	  -0.0860398	
    3.39e-06	   -0.086546	
     3.4e-06	  -0.0870537	
    3.41e-06	  -0.0875628	
    3.42e-06	  -0.0880734	
    3.43e-06	  -0.0885854	
    3.44e-06	   -0.089099	
    3.45e-06	   -0.089614	
    3.46e-06	  -0.0901305	
    3.47e-06	  -0.0906484	
    3.48e-06	  -0.0911679	
    3.49e-06	  -0.0916887	
     3.5e-06	  -0.0922111	
    3.51e-06	   -0.092735	
    3.52e-06	  -0.0932603	
    3.53e-06	   -0.093787	
    3.54e-06	  -0.0943153	
    3.55e-06	   -0.094845	
    3.56e-06	  -0.0953762	
    3.57e-06	  -0.0959089	
    3.58e-06	   -0.096443	
    3.59e-06	  -0.0969786	
     3.6e-06	  -0.0975157	
    3.61e-06	  -0.0980542	
    3.62e-06	  -0.0985942	
    3.63e-06	  -0.0991357	
    3.64e-06	  -0.0996786	
    3.65e-06	   -0.100223	
    3.66e-06	   -0.100769	
    3.67e-06	   -0.101316	
    3.68e-06	   -0.101865	
    3.69e-06	   -0.102415	
     3.7e-06	   -0.102967	
    3.71e-06	    -0.10352	
    3.72e-06	   -0.104075	
    3.73e-06	   -0.104631	
    3.74e-06	   -0.105189	
    3.75e-06	   -0.105748	
    3.76e-06	   -0.106309	
    3.77e-06	   -0.106871	
    3.78e-06	   -0.107434	
    3.79e-06	   -0.107999	
     3.8e-06	   -0.108565	
    3.81e-06	   -0.109133	
    3.82e-06	   -0.109703	
    3.83e-06	   -0.110274	
    3.84e-06	   -0.110846	
    3.85e-06	    -0.11142	
    3.86e-06	   -0.111995	
    3.87e-06	   -0.112572	
    3.88e-06	    -0.11315	
    3.89e-06	   -0.113729	
     3.9e-06	    -0.11431	
    3.91e-06	   -0.114893	
    3.92e-06	   -0.115477	
    3.93e-06	   -0.116063	
    3.94e-06	    -0.11665	
    3.95e-06	   -0.117238	
    3.96e-06	   -0.117828	
    3.97e-06	   -0.118419	
    3.98e-06	   -0.119012	
    3.99e-06	   -0.119606	
       4e-06	   -0.120202	
    4.01e-06	   -0.120799	
    4.02e-06	   -0.121398	
    4.03e-06	   -0.121998	
    4.04e-06	     -0.1226	
    4.05e-06	   -0.123203	
    4.06e-06	   -0.123807	
    4.07e-06	   -0.124413	
    4.08e-06	   -0.125021	
    4.09e-06	    -0.12563	
     4.1e-06	    -0.12624	
    4.11e-06	   -0.126852	
    4.12e-06	   -0.127465	
    4.13e-06	    -0.12808	
    4.14e-06	   -0.128696	
    4.15e-06	   -0.129314	
    4.16e-06	   -0.129933	
    4.17e-06	   -0.130553	
    4.18e-06	   -0.131176	
    4.19e-06	   -0.131799	
     4.2e-06	   -0.132424	
    4.21e-06	    -0.13305	
    4.22e-06	   -0.133678	
    4.23e-06	   -0.134308	
    4.24e-06	   -0.134939	
    4.25e-06	   -0.135571	
    4.26e-06	   -0.136205	
    4.27e-06	    -0.13684	
    4.28e-06	   -0.137477	
    4.29e-06	   -0.138115	
     4.3e-06	   -0.138754	
    4.31e-06	   -0.139395	
    4.32e-06	   -0.140038	
    4.33e-06	   -0.140682	
    4.34e-06	   -0.141327	
    4.35e-06	   -0.141974	
    4.36e-06	   -0.142622	
    4.37e-06	   -0.143272	
    4.38e-06	   -0.143923	
    4.39e-06	   -0.144576	
     4.4e-06	    -0.14523	
    4.41e-06	   -0.145886	
    4.42e-06	   -0.146543	
    4.43e-06	   -0.147202	
    4.44e-06	   -0.147862	
    4.45e-06	   -0.148523	
    4.46e-06	   -0.149186	
    4.47e-06	    -0.14985	
    4.48e-06	   -0.150516	
    4.49e-06	   -0.151184	
     4.5e-06	   -0.151852	
    4.51e-06	   -0.152522	
    4.52e-06	   -0.153194	
    4.53e-06	   -0.153867	
    4.54e-06	   -0.154542	
    4.55e-06	   -0.155218	
    4.56e-06	   -0.155895	
    4.57e-06	   -0.156574	
    4.58e-06	   -0.157255	
    4.59e-06	   -0.157936	
     4.6e-06	    -0.15862	
    4.61e-06	   -0.159305	
    4.62e-06	   -0.159991	
    4.63e-06	   -0.160678	
    4.64e-06	   -0.161367	
    4.65e-06	   -0.162058	
    4.66e-06	    -0.16275	
    4.67e-06	   -0.163444	
    4.68e-06	   -0.164138	
    4.69e-06	   -0.164835	
     4.7e-06	   -0.165533	
    4.71e-06	   -0.166232	
    4.72e-06	   -0.166933	
    4.73e-06	   -0.167635	
    4.74e-06	   -0.168339	
    4.75e-06	   -0.169044	
    4.76e-06	    -0.16975	
    4.77e-06	   -0.170458	
    4.78e-06	   -0.171168	
    4.79e-06	   -0.171879	
     4.8e-06	   -0.172591	
    4.81e-06	   -0.173305	
    4.82e-06	    -0.17402	
    4.83e-06	   -0.174737	
    4.84e-06	   -0.175455	
    4.85e-06	   -0.176174	
    4.86e-06	   -0.176895	
    4.87e-06	   -0.177618	
    4.88e-06	   -0.178342	
    4.89e-06	   -0.179067	
     4.9e-06	   -0.179794	
    4.91e-06	   -0.180522	
    4.92e-06	   -0.181252	
    4.93e-06	   -0.181983	
    4.94e-06	   -0.182716	
    4.95e-06	    -0.18345	
    4.96e-06	   -0.184186	
    4.97e-06	   -0.184923	
    4.98e-06	   -0.185661	
    4.99e-06	   -0.186401	
       5e-06	   -0.187142	
    5.01e-06	   -0.187885	
    5.02e-06	   -0.188629	
    5.03e-06	   -0.189375	
    5.04e-06	   -0.190122	
    5.05e-06	   -0.190871	
    5.06e-06	   -0.191621	
    5.07e-06	   -0.192372	
    5.08e-06	   -0.193125	
    5.09e-06	    -0.19388	
     5.1e-06	   -0.194635	
    5.11e-06	   -0.195393	
    5.12e-06	   -0.196151	
    5.13e-06	   -0.196911	
    5.14e-06	   -0.197673	
    5.15e-06	   -0.198436	
    5.16e-06	   -0.199201	
    5.17e-06	   -0.199966	
    5.18e-06	   -0.200734	
    5.19e-06	   -0.201503	
     5.2e-06	   -0.202273	
    5.21e-06	   -0.203045	
    5.22e-06	   -0.203818	
    5.23e-06	   -0.204592	
    5.24e-06	   -0.205368	
    5.25e-06	   -0.206146	
    5.26e-06	   -0.206925	
    5.27e-06	   -0.207705	
    5.28e-06	   -0.208487	
    5.29e-06	    -0.20927	
     5.3e-06	   -0.210055	
    5.31e-06	   -0.210841	
    5.32e-06	   -0.211628	
    5.33e-06	   -0.212417	
    5.34e-06	   -0.213208	
    5.35e-06	      -0.214	
    5.36e-06	   -0.214793	
    5.37e-06	   -0.215588	
    5.38e-06	   -0.216384	
    5.39e-06	   -0.217182	
     5.4e-06	   -0.217981	
